,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Year
2313,Anenome,The Brian Jonestown Massacre,spotify:track:3fQm5lL6UCCbWaWfffLIsv,0.486,0.758,10,-9.914,0,0.0356,0.0254,0.809,0.0769,0.56,83.07600000000001,327920,4,44.568259999999995,12,0,2000
2314,So What,P!nk,spotify:track:0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.0780000000000003,0,0.0425,0.00032900000000000003,0.0,0.24100000000000002,0.462,126.01899999999999,215160,4,35.16635,8,1,2000
2315,Spit It Out,Aesthetic Perfection,spotify:track:3TQQia7NM2GwsiwiVZWrSC,0.431,0.985,6,-4.732,0,0.0547,1.18e-05,0.299,0.326,0.532,139.97899999999998,341680,4,42.94638,18,0,2000
2316,Hip Hop Is Dead,Nas Featuring will.i.am,spotify:track:7iF9B5dbSOfEeznArGFHhn,0.758,0.74,0,-5.7620000000000005,0,0.203,0.0155,0.0,0.22899999999999998,0.619,110.831,225560,4,22.90289,6,1,2000
2317,The Room of Requirements,Nicholas Hooper,spotify:track:5ED4G6aSQkmNTSu4a39AoS,0.34600000000000003,0.132,0,-20.916999999999998,1,0.0376,0.8140000000000001,0.426,0.0812,0.0385,156.489,367973,3,28.704729999999998,20,0,2000
2318,Yaad Rakhna Chand Taro (remastered),Lata Mangeshkar,spotify:track:2oQC54Z8kedCtC6KYLlySE,0.511,0.179,9,-17.964000000000002,1,0.0577,0.9940000000000001,0.000126,0.38799999999999996,0.731,112.4,170836,1,48.26201,8,0,2000
2319,Get Back,Ludacris,spotify:track:3njpLvANriMsdv3dgADEad,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.11800000000000001,0.184,171.609,270747,4,30.911070000000002,15,1,2000
2320,Closer,Ne-Yo,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,0.711,0.753,4,-6.461,0,0.0766,0.027999999999999997,2.9600000000000005e-05,0.152,0.588,126.051,234360,4,54.172830000000005,11,1,2000
2321,Captain Straight Edge,International Superheroes Of Hardcore,spotify:track:0oKdSBEPOZnwZw7A75vy7j,0.32,0.934,1,-4.96,1,0.18600000000000003,0.000154,0.0,0.129,0.505,125.67399999999999,84013,3,34.979459999999996,5,0,2000
2322,As Real as It Gets,Sworn Enemy,spotify:track:7tFWcrsHEYAaKFRPaYC1I1,0.27899999999999997,0.9570000000000001,8,-4.724,1,0.0764,0.000139,0.0,0.21,0.5379999999999999,157.124,182933,4,35.17318,9,0,2000
2323,Silenzio: II,Sofia Gubaidulina,spotify:track:4yRzG2gGF02qx8qkoaVtXQ,0.0684,0.00598,2,-34.756,0,0.0461,0.94,0.17300000000000001,0.098,0.0324,75.155,152933,3,29.93777,5,0,2000
2324,Gunpowder And Lead,Miranda Lambert,spotify:track:3z1PqYwMtct2Dm4R9lhWnT,0.33299999999999996,0.907,0,-3.1910000000000003,1,0.0959,0.153,0.0,0.395,0.353,187.826,191693,4,37.86253,7,1,2000
2325,Scene 5 - Professor Caligari,The Residents,spotify:track:2iOGU6npsGwTrt11HfNQOm,0.597,0.544,4,-8.105,0,0.289,0.635,0.0,0.34700000000000003,0.56,126.336,85360,3,64.28245,4,0,2000
2326,I'm Real,The Starting Line,spotify:track:204a0YatlC4CafYhsKOV7O,0.374,0.887,5,-3.76,1,0.0771,0.00195,0.0,0.38299999999999995,0.575,103.645,207867,4,30.37939,8,0,2000
2327,Fault and Fracture,Converge,spotify:track:2ePkT9CNkP481L7A10PIV4,0.2,0.996,0,-3.0669999999999997,1,0.171,3.5100000000000006e-05,0.0432,0.33299999999999996,0.0983,85.575,185453,4,47.20984,6,0,2000
2328,Origin of Man,The Budos Band,spotify:track:4KGEUXG6PFnHbPbqnuwj5e,0.515,0.642,6,-6.2,1,0.027999999999999997,0.0015300000000000001,0.893,0.298,0.46,115.325,292880,3,16.34048,9,0,2000
2329,Thillana -- Behag -- Adi -- Lalgudi Jayaraman,M. L. Vasanthakumari,spotify:track:4hbWdPdHkWSEcN6kxelX4j,0.536,0.494,10,-11.036,0,0.0945,0.966,1.4000000000000001e-05,0.2,0.648,92.913,279293,4,48.59298,7,0,2000
2330,Stamp on the Ground - Radio Edit,ItaloBrothers,spotify:track:4VTRlB4KVaNfm7ZbMOKLNT,0.622,0.821,11,-7.626,0,0.0602,0.221,0.00534,0.111,0.281,149.998,196998,4,28.02641,12,0,2000
2331,Island,The Starting Line,spotify:track:3KZg1OMDxddaXKgGSJ3xVK,0.568,0.953,1,-3.6660000000000004,1,0.0437,0.0112,1.38e-06,0.342,0.703,110.994,222933,4,42.910709999999995,9,0,2000
2332,Jerk It Out,Caesars,spotify:track:6sbp4i2FtlsQSVMepZPG9c,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,4,46.74661,9,1,2000
2333,Holiday,Green Day,spotify:track:0MsrWnxQZxPAcov7c74sSo,0.29,0.8270000000000001,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.08599999999998,493400,4,66.0851,19,1,2000
2334,Hot & Wet,112 Featuring Ludacris,spotify:track:0sPsWYAHvMeHAlsh5sUDCw,0.833,0.735,1,-7.421,1,0.0832,0.095,4.07e-05,0.0809,0.861,103.961,222040,4,39.24629,11,1,2000
2335,Unconditional,Clay Davidson,spotify:track:2vmL6YN8FcqbcHQcmv0BVh,0.562,0.451,7,-7.7989999999999995,1,0.0266,0.419,0.0,0.10400000000000001,0.27699999999999997,132.94899999999998,240960,4,36.14281,14,1,2000
2336,What Happened To That Boy,Baby Featuring Clipse,spotify:track:20Sp7dNLM3NjIu3TInDqjq,0.764,0.873,2,-6.21,1,0.29100000000000004,0.0608,0.000363,0.0756,0.7190000000000001,93.073,258067,4,42.470420000000004,13,1,2000
2337,How You Like Me Now,The Heavy,spotify:track:7D180Q77XAEP7atBLmMTgK,0.647,0.71,0,-4.692,1,0.028999999999999998,0.000973,0.703,0.0777,0.268,110.059,217493,4,60.573930000000004,9,0,2000
2338,Bleed,Meshuggah,spotify:track:4E6wpXABj8XosZEPXZz2OK,0.242,0.998,3,-5.64,0,0.0895,8.12e-06,0.88,0.284,0.18,114.831,442733,4,55.369980000000005,11,0,2000
2339,Presidential,YoungBloodZ,spotify:track:281kNQmgirthnKNA5LHQSs,0.682,0.523,2,-9.69,1,0.335,0.0237,0.0,0.18,0.366,170.049,241120,4,57.08635,9,1,2000
2340,Neville's Waltz,Patrick Doyle,spotify:track:08IA5pdUxV881M3pFBKepS,0.24600000000000002,0.073,2,-21.086,1,0.0368,0.9570000000000001,0.924,0.1,0.126,95.624,129053,3,29.778509999999997,8,0,2000
2341,Low,Kelly Clarkson,spotify:track:7HtE5z6XsuogcQJmnTNAIH,0.545,0.855,8,-5.01,1,0.034,0.0296,0.0,0.0909,0.48700000000000004,142.82399999999998,208640,4,31.05333,12,1,2000
2342,Sueños Compartidos,Laureano Brizuela,spotify:track:70ZDTO70VvcVBQB3ibtP3m,0.38799999999999996,0.5589999999999999,4,-12.401,1,0.0355,0.21600000000000003,0.0,0.0663,0.375,206.30900000000003,254827,4,35.886509999999994,12,0,2000
2343,Arctic Lover's Rock Pt. 1,Tim Hecker,spotify:track:58aEXtweTCRUk2pRGXzJbR,0.218,0.38,10,-16.971,0,0.0773,0.7929999999999999,0.941,0.0876,0.0386,80.686,334987,4,32.83317,15,0,2000
2344,Po' Folks,Nappy Roots Featuring Anthony Hamilton,spotify:track:22F01qwlQDpxjPN8UQFz8n,0.8540000000000001,0.847,2,-3.03,1,0.258,0.212,0.0,0.0894,0.6509999999999999,86.06200000000001,255227,4,40.06064,10,1,2000
2345,The Voice Within,Christina Aguilera,spotify:track:42JgHvkBiAc5ivo0gvVRvQ,0.484,0.439,2,-5.995,1,0.0336,0.556,0.0,0.251,0.157,69.945,304013,4,22.48541,11,1,2000
2346,Away From Me,Puddle Of Mudd,spotify:track:0UGsSjbp8vhm8QfNOIdmMy,0.38799999999999996,0.943,8,-2.927,1,0.10400000000000001,0.000306,0.0,0.168,0.162,154.721,238467,4,76.84945,7,1,2000
2347,Bow Down,Loudblast,spotify:track:5L5StnyPtnwlmOKUQmapT1,0.54,0.912,1,-4.103,1,0.0547,3.08e-06,0.826,0.36,0.312,104.072,205347,4,61.05238000000001,10,0,2000
2348,Apocalyptic Prophecy,Genocide Commando,spotify:track:1q9Qwacs4yVVg7dvineKxh,0.0709,0.98,4,-5.585,0,0.087,2.91e-06,0.862,0.102,0.0241,179.87099999999998,261733,4,22.234360000000002,17,0,2000
2349,I've Just Seen the Rock of Ages,Larry Sparks,spotify:track:0gDSCUgXCeq8SZ22b3HM9u,0.441,0.306,2,-13.177,1,0.0509,0.6829999999999999,0.000261,0.147,0.45399999999999996,168.88099999999997,177347,4,30.76553,9,0,2000
2350,"2007, The Year Punk Broke (My Heart)",Los Campesinos!,spotify:track:56PuVHKoIpqHJCDeYaQy3j,0.215,0.927,0,-3.716,1,0.0407,4.78e-06,0.8320000000000001,0.0915,0.39299999999999996,142.51,283893,4,67.94078,9,0,2000
2351,Poppin' My Collar,Three 6 Mafia,spotify:track:5zd9TgduWbfFXwgnm3K3Rz,0.7290000000000001,0.795,7,-4.579,1,0.14400000000000002,0.354,0.0,0.536,0.856,146.747,176880,4,35.85307,9,1,2000
2352,We Bow Down - House Of Worship Album Version,Twila Paris,spotify:track:1ndgznWWOwAHYk4WtrVxBi,0.242,0.742,0,-6.745,1,0.0337,0.514,0.0,0.156,0.56,163.986,171966,3,145.5207,5,0,2000
2353,Everything,Alanis Morissette,spotify:track:6QTvIHixO4A2XrRT8yqT1n,0.489,0.7290000000000001,10,-6.046,1,0.0316,0.126,9.54e-05,0.133,0.33899999999999997,144.041,273893,4,28.02355,12,1,2000
2354,Emotion,Destiny's Child,spotify:track:01Aj44KIjCrPmZeXq4UOky,0.41200000000000003,0.5770000000000001,7,-4.944,1,0.11900000000000001,0.163,0.0,0.0969,0.345,173.675,236400,4,22.960279999999997,14,1,2000
2355,WTF Is Wrong With You People?,Combichrist,spotify:track:6mxSFTfQiMSDEi3yvU2X0w,0.526,0.935,1,-5.886,1,0.051,0.0004980000000000001,2.2800000000000002e-05,0.182,0.153,119.988,300000,4,28.05793,11,0,2000
2356,Falso,Metal Carter,spotify:track:1vvFsJ33LsQpFlDqc5uOhk,0.655,0.904,4,-7.39,0,0.384,0.0049,0.0,0.102,0.6729999999999999,80.066,207813,4,42.36802,9,0,2000
2357,This Life,Euphony,spotify:track:46MdgOXLZA4jaH0TaJbalx,0.397,0.941,1,-6.86,1,0.0451,0.00041600000000000003,0.665,0.23,0.0657,175.003,241373,4,54.56672,8,0,2000
2358,As We Lay,Kelly Price,spotify:track:5FX8KqBY74jLl0BBTSNl2N,0.5770000000000001,0.349,8,-7.77,1,0.0312,0.424,0.0,0.134,0.131,123.93700000000001,380333,4,27.60408,17,1,2000
2359,Pizza Rap - R & B Mix,Chico Mario,spotify:track:4VpYpJhf9B5Pta8iul7kXW,0.62,0.835,9,-8.264,0,0.225,0.302,0.0,0.12,0.884,200.10299999999998,257013,4,50.64605,9,0,2000
2360,Who Says You Can't Go Home,Bon Jovi,spotify:track:5439qJTu5mVH9aeriwp03u,0.537,0.885,7,-3.641,1,0.0343,0.0437,0.0,0.27399999999999997,0.802,131.69799999999998,230280,4,45.522220000000004,8,1,2000
2361,"Hey, Soul Sister",Train,spotify:track:4HlFJV71xXKIGcU3kRyttv,0.6729999999999999,0.8859999999999999,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4,52.41348,10,1,2000
2362,Kiss This,Aaron Tippin,spotify:track:038jgLNIvp7QQNf5vILf5d,0.765,0.706,6,-5.477,0,0.026000000000000002,0.047,4.25e-06,0.36,0.669,116.021,173760,4,18.744870000000002,10,1,2000
2363,It's Not Over,Daughtry,spotify:track:234RqTZmnDTnxWlVciXHLD,0.428,0.919,10,-3.245,0,0.0618,0.0503,0.0,0.245,0.294,145.92700000000002,214831,4,31.34838,8,1,2000
2364,Puro Rock,Resorte,spotify:track:2cwiOLyAbk6HaVKN6SEHRb,0.51,0.785,9,-7.105,1,0.114,0.00249,0.000587,0.107,0.5429999999999999,169.937,230760,4,42.546659999999996,10,0,2000
2365,Epic Scrap Metal,Bigbang,spotify:track:7dzG7liFWOxjrA2qf2SiDo,0.23600000000000002,0.951,3,-5.615,0,0.0615,0.0111,0.0006360000000000001,0.0985,0.266,94.04,284920,4,113.47208,10,0,2000
2366,Beautiful Liar,Beyonce & Shakira,spotify:track:2HWWNoWEEEECwZhAiLg7ib,0.764,0.7509999999999999,8,-3.74,1,0.0703,0.00554,0.00023700000000000001,0.16399999999999998,0.418,91.977,199853,4,77.67541999999999,7,1,2000
2367,Stay With Me (Brass Bed),Josh Gracin,spotify:track:1DJgRkwljWXGb1sFxfSlOE,0.434,0.5670000000000001,1,-7.278,1,0.0309,0.396,0.0,0.132,0.271,175.845,251133,3,33.16539,11,1,2000
2368,The Star Spangled Banner,Whitney Houston,spotify:track:5qByPJHfbssZpbUzhgpDCG,0.175,0.642,8,-6.93,1,0.0447,0.633,0.0306,0.94,0.49200000000000005,88.876,134920,4,27.88468,5,1,2000
2369,No Leaf Clover,Metallica,spotify:track:0n4AllHzf3ma4ki20Y9h00,0.24600000000000002,0.9520000000000001,3,-5.045,0,0.114,0.000558,0.00193,0.9590000000000001,0.387,151.374,343200,4,56.1218,12,1,2000
2370,J'adore Hardcore - Radio Edit,Scooter,spotify:track:6sCaf25L0HjzBYwk0uQTi8,0.498,0.934,7,-4.896,1,0.055,0.00866,0.0183,0.695,0.21,149.935,227811,4,24.42195,15,0,2000
2371,The Protocols Of Anti-Sound,Magrudergrind,spotify:track:2UNCakVkFNo9ClIHbnSBTx,0.174,0.867,7,-4.843,1,0.0634,2.54e-06,0.95,0.154,0.11699999999999999,100.455,107813,4,22.53146,6,0,2000
2372,I Heard The Bells On Christmas Day,Harry Belafonte,spotify:track:1EcfVMLnyNi4Ktv2xRUf2P,0.19699999999999998,0.162,5,-18.34,1,0.0413,0.937,0.000796,0.38799999999999996,0.153,83.485,184173,3,86.99055,8,0,2000
2373,"Snehidhane, Pt. 1",Sadhana Sargam,spotify:track:5LND6uMgE2QUse43kHdMPn,0.545,0.34299999999999997,5,-13.671,0,0.0438,0.207,0.0,0.124,0.41600000000000004,103.961,365924,4,40.88943,19,0,2000
2374,Poi Solla koodadhu,Hariharan,spotify:track:3psfxo1ulxd4mf8eUAeJ3Y,0.624,0.442,4,-11.753,1,0.0427,0.125,1.21e-05,0.278,0.191,77.995,293240,4,21.53122,13,0,2000
2375,None Of Ur Friends Business,Ginuwine,spotify:track:6t8JpJtI0PgVRSuMDGWZlH,0.83,0.414,9,-11.136,0,0.19699999999999998,0.243,0.0,0.627,0.556,99.234,365800,4,58.73369,14,1,2000
2376,Japanese Squeeze,Sashamon,spotify:track:5geAnlK4PDjZQydQwNPKEl,0.88,0.5770000000000001,7,-7.015,1,0.0495,0.106,0.048,0.0691,0.7859999999999999,133.016,244000,4,26.699240000000003,11,0,2000
2377,Loaded,Ricky Martin,spotify:track:1qj8Td79dgmLqCYafkhQ3G,0.506,0.951,9,-4.305,0,0.0796,0.0109,7.18e-05,0.0536,0.748,199.81099999999998,233173,4,38.253170000000004,13,1,2000
2378,Just The Girl,The Click Five,spotify:track:1JURww012QnWAw0zZXi6Aa,0.5710000000000001,0.89,9,-1.6,1,0.0395,0.00509,0.0,0.0769,0.7509999999999999,110.958,234147,4,38.44265,9,1,2000
2379,"Now The Powers, Bulgarian Chant",Daniel Alva,spotify:track:6zKiOFghYDGngagHPRfAYU,0.175,0.0421,3,-24.406,0,0.0446,0.977,0.0143,0.078,0.0599,76.527,260240,3,23.66379,10,0,2000
2380,Sismo,División Minúscula,spotify:track:74RbuwSLTpIKA0RqOo5msR,0.568,0.754,10,-4.77,1,0.0443,0.0005639999999999999,0.0121,0.20800000000000002,0.6709999999999999,80.02199999999999,228067,4,24.7002,10,0,2000
2381,My Boo,Usher And Alicia Keys,spotify:track:68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,5,-8.238,1,0.11800000000000001,0.257,0.0,0.0465,0.6759999999999999,86.412,223440,4,34.95329,10,1,2000
2382,Jean,Robin Spielberg,spotify:track:5N8W0GZBN90stnptNmKC71,0.522,0.156,3,-17.141,1,0.0337,0.9590000000000001,0.8690000000000001,0.134,0.154,92.944,244653,4,36.67627,12,0,2000
2383,Hurt,Christina Aguilera,spotify:track:6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.14300000000000002,148.57399999999998,243373,4,22.88131,10,1,2000
2384,Spotlight,Jennifer Hudson,spotify:track:02QQXgeAghpU4smdM7l7We,0.7070000000000001,0.7240000000000001,11,-3.887,0,0.051,0.0448,0.0,0.07200000000000001,0.659,108.984,250107,4,61.489740000000005,10,1,2000
2385,I Cry,Ja Rule Featuring Lil' Mo,spotify:track:1CP0DS790dxOfCXXp7WHDP,0.634,0.551,10,-5.6979999999999995,1,0.20800000000000002,0.265,0.0,0.204,0.34299999999999997,72.202,317733,4,41.281420000000004,9,1,2000
2386,Time After Time,We Have Band,spotify:track:0BLVNP22mgCgklT7Gjnry4,0.665,0.9570000000000001,3,-2.873,1,0.0352,0.0506,0.00518,0.18100000000000002,0.8009999999999999,130.002,201507,4,22.79966,11,0,2000
2387,Chura Liya Hai Tum Ne (You've Stolen My Heart),Kronos Quartet,spotify:track:6LdPFQKDFg4oofHPC35dv5,0.5660000000000001,0.39799999999999996,2,-9.616,0,0.0351,0.8440000000000001,0.00889,0.0931,0.498,153.79399999999998,307897,4,31.349990000000002,15,0,2000
2388,Days,FLOW,spotify:track:03gGNOQZw11sEteNLZblQV,0.594,0.853,10,-3.361,0,0.0393,0.00221,0.0,0.0718,0.914,126.095,253400,4,20.35816,13,0,2000
2389,Long Road To Ruin,Foo Fighters,spotify:track:0bORa4VpL8NzyMXEI6UFGK,0.401,0.888,0,-3.793,1,0.0401,0.000367,0.0,0.12,0.365,146.781,224880,4,23.171429999999997,9,1,2000
2390,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,spotify:track:58FUwmyGUqkt53YPUcm7cJ,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326187,4,31.32068,19,1,2000
2391,Never Again,Kelly Clarkson,spotify:track:24y3tSyLdRbpVsKhQrR2oj,0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.22399999999999998,0.47200000000000003,145.907,217293,4,20.82755,11,1,2000
2392,Learn To Fly,Foo Fighters,spotify:track:5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293,4,42.33057,9,1,2000
2393,Godlike - Radio Mix,Deepforces,spotify:track:7zKpVL6amSAXkyDhLT4r5k,0.647,0.9129999999999999,1,-6.502000000000001,1,0.0479,0.00251,0.026000000000000002,0.0853,0.163,144.02700000000002,218757,4,34.61554,10,0,2000
2394,She's More,Andy Griggs,spotify:track:0bF8vEqQyvTfAMWkbP7MnY,0.679,0.528,7,-7.901,1,0.0267,0.0754,0.0,0.12,0.27399999999999997,99.035,199733,4,36.15749,8,1,2000
2395,Heavy Metal Beatz Teil 3,Kaisa,spotify:track:70KS9QkQZoUmnsUtyd26NA,0.695,0.62,5,-7.007999999999999,0,0.0647,0.0241,0.00448,0.107,0.142,85.01700000000001,299000,4,23.53895,11,0,2000
2396,Infiltration - Creeper Mix,Trifonic,spotify:track:7mwVkIfWrFJ3fn4JfQDCbE,0.677,0.7140000000000001,1,-6.638999999999999,1,0.0477,0.00244,0.8240000000000001,0.0908,0.377,97.01700000000001,192196,4,120.30448999999999,5,0,2000
2397,Sooner or Later,Trifonic,spotify:track:26msycIwYkKFGlB78u7llE,0.47700000000000004,0.7040000000000001,0,-6.176,0,0.0309,0.0027600000000000003,0.0485,0.309,0.159,192.005,328627,4,30.109029999999997,13,0,2000
2398,It's My Life,Bon Jovi,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,0.551,0.9129999999999999,0,-4.063,0,0.0466,0.0263,1.3500000000000001e-05,0.34700000000000003,0.544,119.992,224493,4,33.571670000000005,8,1,2000
2399,Rock the Night,Mystic Prophecy,spotify:track:4wmyraziESZ40MsQdhI2iy,0.308,0.98,7,-3.194,1,0.0967,2.09e-05,0.0,0.19399999999999998,0.0628,89.791,254213,4,45.0957,12,0,2000
2400,I Melt With You,Sugarcult,spotify:track:3gpd2tuIZm53I1vVDr7dwT,0.335,0.8290000000000001,2,-5.332999999999999,1,0.0334,3.4200000000000005e-05,0.11,0.162,0.499,155.796,227267,4,35.84359,7,0,2000
2401,Wobble Wobble,504 Boyz,spotify:track:2cuVgSUgnRcgXNx909F3TV,0.853,0.7090000000000001,7,-5.607,1,0.28300000000000003,0.0027600000000000003,0.0,0.353,0.315,170.044,215507,4,23.98712,12,1,2000
2402,Shit Sandwich,Satan's Pilgrims,spotify:track:4sdcqoGBmH2qGBGnzwDMYJ,0.47700000000000004,0.961,11,-5.452000000000001,1,0.0484,0.0076,0.665,0.0543,0.78,152.42600000000002,216693,4,52.13118,9,0,2000
2403,Hella Good,No Doubt,spotify:track:1CsUH29MaAIMbfGh4FEG4w,0.777,0.6729999999999999,8,-3.9530000000000003,1,0.0351,0.0162,0.00892,0.0869,0.821,115.133,242253,4,48.59328,12,1,2000
2404,Radical Businessman (feat. MC Spank Rock),Japanther,spotify:track:36i0zUcovvR0yo0xrNK6el,0.5539999999999999,0.922,4,-7.315,1,0.0768,0.652,0.0049299999999999995,0.256,0.564,153.157,144067,4,25.043000000000003,6,0,2000
2405,"Choral setting ""Vater unser"" op. 67",Max Reger,spotify:track:5DCFsMxLnFLvMykkmaujjO,0.0588,0.00183,9,-39.985,0,0.047,0.965,0.894,0.0695,0.182,67.59899999999999,206227,3,31.9677,13,0,2000
2406,Twinkle Twinkle,Kettel,spotify:track:5zUkIDxm9WTc0gkiHl3qg7,0.545,0.5529999999999999,2,-10.629000000000001,1,0.0316,0.0604,0.72,0.136,0.687,100.99,380933,4,20.87547,20,0,2000
2407,"Articulate Silences, Pt. 1",Stars Of The Lid,spotify:track:2Uy2p6tkVLj6vaVznKpNCs,0.147,0.0865,2,-25.095,1,0.0477,0.99,0.909,0.0774,0.032,140.612,324400,5,30.71005,17,0,2000
2408,Golden Touch - Full Length,Razorlight,spotify:track:06aMDKw1zNra92edkj2QrY,0.602,0.5329999999999999,1,-3.784,0,0.0243,0.0519,5.7999999999999994e-05,0.264,0.6890000000000001,95.288,205307,4,26.01754,8,0,2000
2409,Dancin',Guy,spotify:track:7K8Ew4j9qpkqEFlTdMdoqC,0.7979999999999999,0.703,10,-4.05,0,0.135,0.11699999999999999,0.0,0.121,0.792,101.015,248627,4,37.336890000000004,13,1,2000
2410,Your Body Is A Wonderland,John Mayer,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,0.647,0.7290000000000001,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,4,53.68765,8,1,2000
2411,Alles wird Pop - Live,Rantanplan,spotify:track:5B5zvZSFWomJHHQY6y2gEr,0.584,0.94,7,-3.822,1,0.0661,0.000446,2.08e-06,0.8759999999999999,0.634,113.084,129467,4,76.6183,5,0,2000
2412,Can't Leave 'Em Alone,Ciara Featuring 50 Cent,spotify:track:78CTv7ypHvXQlEjXYst2n9,0.527,0.696,1,-6.015,0,0.361,0.209,0.0,0.0516,0.499,100.61399999999999,244760,4,28.897809999999996,12,1,2000
2413,Aaruparanju,P. Jayachandran,spotify:track:2I3FrVLcTnulArSPzMy7kY,0.6729999999999999,0.7390000000000001,5,-6.297999999999999,0,0.0389,0.22699999999999998,0.000923,0.09699999999999999,0.867,91.964,260000,4,22.64303,14,0,2000
2414,Kashi Shri Ram,Govind Das,spotify:track:3ZCRZp4k4SUL6sjY7Ejvd5,0.345,0.48700000000000004,2,-11.280999999999999,0,0.0304,0.13699999999999998,3.57e-06,0.20600000000000002,0.597,95.792,509427,4,41.96504,22,0,2000
2415,Vortex3003,Dol Ammad,spotify:track:6mbtUIMkHSQfmSpyrdCNan,0.287,0.878,11,-7.332000000000001,0,0.0561,4.67e-06,0.0273,0.10099999999999999,0.0916,180.062,298413,4,26.00013,15,0,2000
2416,Lights Dim - Ambient,The American Dollar,spotify:track:3sUu5kpScetouK1ULpVbGk,0.212,0.25,1,-17.489,1,0.0334,0.948,0.853,0.11199999999999999,0.18100000000000002,69.14399999999999,90750,4,49.78244,4,0,2000
2417,Goodbye Earl,Dixie Chicks,spotify:track:7rqaqQurHzR5xHAhdm1gmM,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.84100000000001,258640,4,30.82077,11,1,2000
2418,The Pick Of Destiny,Tenacious D,spotify:track:3pYKJaLiixRcDFfcNhxZKK,0.623,0.938,0,-4.1610000000000005,1,0.12300000000000001,0.00296,0.000852,0.48,0.308,112.022,165960,4,43.56453,7,1,2000
2419,Hiking Metal Punks,Darkthrone,spotify:track:4HqNd2LxuZ8ByR7E4tKeLK,0.207,0.982,11,-3.9219999999999997,0,0.0843,0.00064,0.00565,0.33899999999999997,0.11900000000000001,151.627,201933,4,62.14571,8,0,2000
2420,Long Haul,Voxtrot,spotify:track:6sSe8GLakzoov2aOCjL8I4,0.726,0.7020000000000001,5,-7.524,1,0.0293,0.373,2.88e-06,0.153,0.721,113.64,249667,4,76.4777,8,0,2000
2421,Help Somebody,Van Zant,spotify:track:4Bt4QcQ5BxzzspvFLKvbB9,0.499,0.659,7,-5.727,1,0.0323,0.00117,7.35e-06,0.128,0.41100000000000003,158.112,253453,4,37.920770000000005,10,1,2000
2422,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,spotify:track:6QuCKdMsTW8ppnUiFmxJLF,0.217,0.11699999999999999,7,-21.398000000000003,0,0.0374,0.975,0.9109999999999999,0.0573,0.0388,46.755,82773,3,26.382690000000004,4,0,2000
2423,I Hate Everything,George Strait,spotify:track:6r4LyNgkR7DmwgKj8Hbe6r,0.5820000000000001,0.542,10,-10.041,1,0.0294,0.396,0.00114,0.12300000000000001,0.45,90.91799999999999,235427,4,62.12146,10,1,2000
2424,Roc The Mic,Beanie Sigel & Freeway,spotify:track:7ljzDeWWD7cBC6EGyh69An,0.873,0.652,11,-5.502000000000001,0,0.36200000000000004,0.10099999999999999,0.0,0.0674,0.937,95.14399999999999,261400,4,20.19902,12,1,2000
2425,Crash And Burn,Savage Garden,spotify:track:60g4sp8i3gXSb1EkphMl1g,0.581,0.607,4,-8.458,1,0.027999999999999997,0.18899999999999997,1.6e-06,0.0882,0.213,102.03,281467,4,23.66185,15,1,2000
2426,Take A Break,Scooter,spotify:track:1hDYSuW3C7zwf3iOOUZSB8,0.519,0.945,4,-6.3020000000000005,0,0.0541,0.0124,0.131,0.67,0.10300000000000001,142.033,255600,4,33.59435,13,0,2000
2427,Shake It Out,Manchester Orchestra,spotify:track:4oS1UEAjl1Fs2nCpOAbp9Q,0.431,0.877,10,-4.762,0,0.0704,0.0002,0.000252,0.152,0.262,148.298,311440,4,65.29342,9,0,2000
2428,Du Wirst Bald Geschichte Sein,Joachim Witt,spotify:track:0NWqqIIjbfP8Eex1uezu6s,0.555,0.9670000000000001,7,-5.955,1,0.0362,0.00043200000000000004,0.0387,0.33,0.723,124.99799999999999,225360,4,25.183629999999997,10,0,2000
